date,city,state,weather,road_type,visibility,traffic_density,festival,cause,day_of_week,hour,is_weekend,is_peak_hour,temperature,lanes,traffic_signal,vehicles_involved,casualties,risk_score,latitude,longitude,accident_severity
2025-01-29,Hyderabad,Telangana,Foggy,Urban,Medium,Medium,Christmas,Poor Road Condition,Wednesday,14,0,0,34,1,0,4,0,50.84,17.266231,78.307634,major
2025-02-02,Chennai,Tamil Nadu,Foggy,Urban,High,High,None,Speeding,Sunday,0,1,0,16,1,1,3,4,43.36,13.187596,80.327067,minor
2025-08-31,Pune,Maharashtra,Foggy,Rural,Low,High,None,Drunk Driving,Sunday,11,1,0,14,2,0,1,1,39.54,18.614698,74.054722,minor
2024-03-23,Mumbai,Maharashtra,Foggy,Rural,Medium,Medium,None,Over-speeding,Saturday,21,1,0,20,5,1,5,1,43.98,19.08493,72.834975,minor
2024-01-14,Delhi,Delhi,Foggy,Highway,Low,High,Diwali,Poor Road Condition,Sunday,2,1,0,39,1,1,4,0,70.83,28.734553,77.344115,fatal
2024-05-03,Mumbai,Maharashtra,Clear,Rural,Low,High,Holi,Speeding,Friday,6,0,0,42,6,0,4,3,86.88,18.934133,72.969344,minor
2025-12-14,Chennai,Tamil Nadu,Rainy,Rural,Medium,Medium,Holi,Over-speeding,Sunday,3,1,0,26,4,1,5,2,59.19,13.178484,80.154348,major
2025-05-28,Kolkata,West Bengal,Clear,Urban,High,High,Diwali,Distracted Driving,Wednesday,1,0,0,38,1,0,1,4,93.37,22.670142,88.314584,minor
2025-09-05,Delhi,Delhi,Foggy,Highway,Low,Medium,Holi,Distracted Driving,Friday,7,0,0,42,4,1,1,2,35.28,28.459514,77.233122,minor
2025-03-14,Kolkata,West Bengal,Rainy,Urban,Low,High,Eid,Speeding,Friday,15,0,0,10,2,0,1,4,78.33,22.512427,88.391397,minor
2024-06-27,Pune,Maharashtra,Rainy,Urban,Low,High,Eid,Over-speeding,Thursday,9,0,1,41,3,0,4,4,56.64,18.444127,73.845204,minor
2024-12-31,Hyderabad,Telangana,Cloudy,Rural,Low,Low,Diwali,Distracted Driving,Tuesday,12,0,0,13,4,0,3,4,84.33,17.305204,78.621993,minor
2024-04-08,Hyderabad,Telangana,Foggy,Rural,Medium,High,None,Distracted Driving,Monday,2,0,0,16,4,1,2,0,41.84,17.579183,78.670567,minor
2025-07-11,Hyderabad,Telangana,Foggy,Highway,High,High,Diwali,Poor Road Condition,Friday,8,0,1,38,4,1,2,3,36.14,17.245341,78.678771,major
2025-09-29,Mumbai,Maharashtra,Cloudy,Highway,High,High,Holi,Drunk Driving,Monday,18,0,1,25,1,1,2,3,84.83,18.920609,72.782275,minor
2024-08-18,Delhi,Delhi,Clear,Highway,Low,Medium,Diwali,Over-speeding,Sunday,8,1,1,38,5,1,3,2,49.51,28.683039,77.405321,major
2025-12-11,Pune,Maharashtra,Rainy,Urban,Medium,Low,None,Poor Road Condition,Thursday,11,0,0,28,6,0,1,3,92.95,18.526878,74.047078,minor
2024-05-05,Chennai,Tamil Nadu,Foggy,Urban,Low,Medium,Diwali,Drunk Driving,Sunday,8,1,1,10,1,1,1,1,49.85,13.186519,80.315632,minor
2025-09-15,Hyderabad,Telangana,Clear,Rural,High,Low,Holi,Distracted Driving,Monday,14,0,0,35,2,1,4,0,39.56,17.363373,78.632489,major
2024-09-21,Chennai,Tamil Nadu,Rainy,Urban,Low,Medium,Diwali,Over-speeding,Saturday,14,1,0,30,1,1,4,4,74.37,13.272366,80.45125,minor
2025-09-20,Jaipur,Rajasthan,Clear,Rural,Low,Low,Christmas,Poor Road Condition,Saturday,16,1,0,27,3,0,3,2,37.18,27.092086,75.693588,minor
2025-10-09,Delhi,Delhi,Cloudy,Rural,Low,Medium,Christmas,Over-speeding,Thursday,14,0,0,26,1,0,4,1,86.75,28.682368,77.241539,major
2024-05-28,Mumbai,Maharashtra,Cloudy,Urban,Low,High,Diwali,Speeding,Tuesday,1,0,0,41,6,0,3,2,28.89,18.912162,73.046495,fatal
2025-09-18,Mumbai,Maharashtra,Clear,Urban,High,Medium,Holi,Poor Road Condition,Thursday,22,0,0,26,3,1,5,4,53.92,19.036038,72.764411,minor
2025-04-06,Chennai,Tamil Nadu,Rainy,Highway,High,High,Holi,Speeding,Sunday,20,1,0,23,2,0,2,3,25.44,13.236932,80.129567,minor
2025-04-01,Pune,Maharashtra,Clear,Urban,High,Low,Christmas,Speeding,Tuesday,9,0,1,17,6,1,2,4,66.14,18.454068,73.956103,fatal
2024-10-02,Hyderabad,Telangana,Rainy,Rural,High,Low,None,Distracted Driving,Wednesday,2,0,0,14,4,1,4,2,93.06,17.374792,78.381638,minor
2025-06-09,Mumbai,Maharashtra,Foggy,Urban,Medium,High,Christmas,Poor Road Condition,Monday,9,0,1,41,5,1,4,4,78.49,19.123479,72.811028,major
2024-09-11,Kolkata,West Bengal,Rainy,Highway,Low,High,Eid,Speeding,Wednesday,19,0,1,24,2,0,3,2,73.08,22.585923,88.231834,minor
2025-06-01,Jaipur,Rajasthan,Clear,Urban,Medium,High,Holi,Drunk Driving,Sunday,8,1,1,13,3,0,1,0,83.72,26.792674,75.943813,minor
2025-10-09,Pune,Maharashtra,Rainy,Rural,High,Medium,None,Over-speeding,Thursday,19,0,1,30,1,1,2,4,36.0,18.61286,73.752471,major
2025-07-03,Pune,Maharashtra,Rainy,Urban,Low,Medium,None,Drunk Driving,Thursday,8,0,1,14,4,0,4,0,44.01,18.541196,73.882926,minor
2024-11-16,Delhi,Delhi,Rainy,Rural,High,Medium,Eid,Over-speeding,Saturday,5,1,0,32,2,1,3,2,86.31,28.725754,77.059259,minor
2024-09-04,Mumbai,Maharashtra,Foggy,Rural,High,Medium,Christmas,Drunk Driving,Wednesday,13,0,0,28,5,1,5,4,67.84,19.006054,73.034653,minor
2025-01-26,Hyderabad,Telangana,Clear,Rural,Medium,High,Eid,Over-speeding,Sunday,2,1,0,27,4,1,1,2,84.54,17.299919,78.360934,major
2025-06-30,Delhi,Delhi,Rainy,Rural,High,Low,None,Over-speeding,Monday,21,0,0,36,1,0,5,3,56.06,28.799781,77.259422,major
2024-04-26,Jaipur,Rajasthan,Rainy,Urban,Medium,Medium,Holi,Speeding,Friday,1,0,0,26,5,0,2,4,70.78,27.100206,75.836314,minor
2025-12-29,Delhi,Delhi,Clear,Urban,Medium,High,None,Poor Road Condition,Monday,6,0,0,26,1,0,5,2,52.42,28.687682,77.170452,minor
2024-07-28,Hyderabad,Telangana,Rainy,Highway,High,High,Christmas,Distracted Driving,Sunday,13,1,0,9,3,1,1,3,23.83,17.371123,78.329942,major
2024-07-12,Pune,Maharashtra,Cloudy,Urban,High,Low,Christmas,Drunk Driving,Friday,9,0,1,27,5,0,5,4,41.99,18.45311,73.91449,major
2025-07-07,Jaipur,Rajasthan,Rainy,Urban,Low,Medium,Eid,Distracted Driving,Monday,9,0,1,18,5,1,1,2,29.47,26.976593,75.745197,major
2025-11-26,Jaipur,Rajasthan,Clear,Urban,Low,High,Eid,Drunk Driving,Wednesday,12,0,0,20,1,0,3,2,87.08,26.802265,75.971128,minor
2025-03-26,Jaipur,Rajasthan,Rainy,Urban,Low,Medium,None,Drunk Driving,Wednesday,11,0,0,22,4,0,5,0,91.37,26.906898,75.668328,major
2024-07-07,Hyderabad,Telangana,Clear,Urban,Low,High,Christmas,Drunk Driving,Sunday,5,1,0,16,4,1,5,2,50.8,17.506656,78.396369,major
2025-02-12,Jaipur,Rajasthan,Clear,Urban,Medium,Low,Holi,Over-speeding,Wednesday,8,0,1,39,5,0,3,2,56.37,26.945747,75.824176,minor
2024-05-17,Delhi,Delhi,Cloudy,Highway,Medium,Medium,Christmas,Speeding,Friday,21,0,0,31,1,0,2,3,97.39,28.555341,77.26729,minor
2024-03-27,Bengaluru,Karnataka,Foggy,Urban,Low,Low,None,Drunk Driving,Wednesday,15,0,0,34,6,0,3,1,68.94,13.045296,77.592634,minor
2025-10-15,Pune,Maharashtra,Cloudy,Rural,Low,Low,Christmas,Speeding,Wednesday,21,0,0,19,4,0,5,4,61.63,18.686462,73.746792,major
2024-04-16,Jaipur,Rajasthan,Cloudy,Urban,High,High,Christmas,Distracted Driving,Tuesday,10,0,1,39,5,1,1,2,81.6,27.065712,75.899772,minor
2025-06-28,Mumbai,Maharashtra,Foggy,Urban,High,Low,Christmas,Over-speeding,Saturday,4,1,0,30,3,1,1,1,28.47,19.224408,72.913398,major
2025-10-28,Delhi,Delhi,Cloudy,Highway,Medium,Low,Christmas,Distracted Driving,Tuesday,13,0,0,31,3,1,4,4,59.47,28.591056,77.206075,fatal
2025-07-17,Chennai,Tamil Nadu,Clear,Rural,High,Low,Eid,Speeding,Thursday,5,0,0,17,3,0,3,2,64.63,13.110808,80.173534,major
2025-11-16,Pune,Maharashtra,Cloudy,Rural,Low,Low,Eid,Speeding,Sunday,19,1,1,40,2,1,4,0,21.7,18.677055,73.818935,fatal
2024-01-01,Bengaluru,Karnataka,Clear,Urban,Medium,Medium,Holi,Distracted Driving,Monday,2,0,0,14,6,1,3,0,46.89,13.143559,77.735189,fatal
2025-02-19,Mumbai,Maharashtra,Cloudy,Rural,Medium,Low,None,Over-speeding,Wednesday,3,0,0,20,4,0,1,2,24.87,19.254693,72.791149,minor
2025-11-06,Jaipur,Rajasthan,Rainy,Highway,High,Low,Eid,Drunk Driving,Thursday,8,0,1,17,2,1,4,4,99.73,26.760396,75.814057,major
2024-11-26,Jaipur,Rajasthan,Cloudy,Rural,High,Low,Holi,Speeding,Tuesday,16,0,0,31,6,1,2,3,85.21,26.945344,75.866924,minor
2025-09-10,Delhi,Delhi,Foggy,Rural,Medium,Low,Christmas,Speeding,Wednesday,1,0,0,41,6,0,4,0,76.21,28.582485,77.271492,fatal
2024-08-24,Pune,Maharashtra,Foggy,Urban,Medium,High,Christmas,Speeding,Saturday,13,1,0,36,1,1,4,2,46.68,18.675177,74.006735,minor
2025-12-05,Kolkata,West Bengal,Rainy,Rural,High,High,None,Drunk Driving,Friday,14,0,0,34,3,0,1,1,68.75,22.671692,88.341593,fatal
2024-04-01,Delhi,Delhi,Rainy,Rural,Low,Medium,Eid,Speeding,Monday,23,0,0,32,6,1,3,3,39.05,28.557295,77.089891,major
2024-07-10,Kolkata,West Bengal,Foggy,Urban,Low,High,Eid,Drunk Driving,Wednesday,23,0,0,18,6,1,1,3,90.22,22.661214,88.254626,major
2025-07-11,Bengaluru,Karnataka,Cloudy,Rural,Medium,Medium,Eid,Poor Road Condition,Friday,15,0,0,19,1,1,4,3,96.9,12.787265,77.528437,minor
2025-09-22,Delhi,Delhi,Cloudy,Rural,Medium,High,Eid,Distracted Driving,Monday,23,0,0,21,6,1,5,3,47.62,28.453167,77.183269,minor
2025-05-31,Chennai,Tamil Nadu,Cloudy,Highway,Low,Low,None,Over-speeding,Saturday,3,1,0,40,4,0,2,3,68.63,13.142045,80.176613,major
2025-05-01,Chennai,Tamil Nadu,Cloudy,Highway,Medium,High,Christmas,Poor Road Condition,Thursday,13,0,0,35,4,0,2,4,52.41,12.891257,80.18029,minor
2025-07-24,Hyderabad,Telangana,Cloudy,Urban,High,Medium,None,Over-speeding,Thursday,13,0,0,12,2,1,1,2,48.46,17.303871,78.391297,major
2024-03-27,Pune,Maharashtra,Clear,Rural,Low,Low,Eid,Poor Road Condition,Wednesday,9,0,1,26,6,0,4,1,32.97,18.543696,73.687709,minor
2025-08-20,Kolkata,West Bengal,Foggy,Highway,High,Medium,None,Drunk Driving,Wednesday,7,0,0,37,4,0,3,0,66.39,22.726779,88.380106,major
2025-11-15,Jaipur,Rajasthan,Rainy,Rural,High,Medium,Diwali,Poor Road Condition,Saturday,16,1,0,16,1,1,2,2,74.49,26.762477,75.694678,minor
2024-02-18,Mumbai,Maharashtra,Foggy,Highway,Low,Low,Holi,Poor Road Condition,Sunday,1,1,0,39,3,0,1,4,77.23,19.165728,72.927418,major
2025-06-20,Jaipur,Rajasthan,Foggy,Urban,High,High,Diwali,Drunk Driving,Friday,18,0,1,12,5,0,3,3,85.04,26.93288,75.86504,major
2025-11-11,Mumbai,Maharashtra,Foggy,Highway,Medium,Low,Diwali,Over-speeding,Tuesday,2,0,0,17,3,1,2,2,55.07,19.176277,72.973376,minor
2025-01-10,Bengaluru,Karnataka,Rainy,Urban,Low,High,Christmas,Distracted Driving,Friday,12,0,0,8,1,0,5,2,21.77,12.975053,77.744856,minor
2025-10-10,Chennai,Tamil Nadu,Clear,Urban,High,Medium,Holi,Speeding,Friday,22,0,0,20,3,1,3,1,92.68,13.041763,80.206629,minor
2025-11-25,Bengaluru,Karnataka,Cloudy,Rural,Low,Low,Diwali,Distracted Driving,Tuesday,6,0,0,32,1,1,1,0,56.72,12.84008,77.741533,major
2025-03-08,Bengaluru,Karnataka,Foggy,Rural,High,Low,Diwali,Speeding,Saturday,19,1,1,25,6,1,3,0,61.68,12.789342,77.661204,minor
2025-11-28,Mumbai,Maharashtra,Rainy,Rural,High,Medium,None,Speeding,Friday,2,0,0,26,5,1,5,1,74.35,19.052907,72.810622,major
2024-05-15,Kolkata,West Bengal,Foggy,Highway,Low,High,None,Distracted Driving,Wednesday,0,0,0,42,3,0,4,1,23.15,22.544836,88.514312,minor
2025-01-20,Hyderabad,Telangana,Cloudy,Highway,High,High,Christmas,Poor Road Condition,Monday,3,0,0,13,4,1,2,0,20.24,17.417911,78.636038,minor
2025-12-27,Hyderabad,Telangana,Cloudy,Urban,Medium,Low,Holi,Speeding,Saturday,21,1,0,25,4,1,4,4,61.77,17.229776,78.569008,minor
2024-10-01,Delhi,Delhi,Clear,Urban,High,Low,Eid,Drunk Driving,Tuesday,0,0,0,25,6,1,2,1,34.94,28.669961,77.343478,minor
2025-12-08,Kolkata,West Bengal,Rainy,Urban,High,Low,Eid,Over-speeding,Monday,6,0,0,28,2,1,1,2,80.54,22.70845,88.24296,minor
2025-11-28,Pune,Maharashtra,Rainy,Highway,High,Low,None,Drunk Driving,Friday,23,0,0,38,5,0,1,1,61.41,18.348547,73.88109,fatal
2024-08-13,Kolkata,West Bengal,Cloudy,Highway,Medium,High,None,Over-speeding,Tuesday,12,0,0,9,6,1,4,0,89.82,22.553531,88.559322,fatal
2024-08-28,Bengaluru,Karnataka,Clear,Urban,Medium,High,None,Speeding,Wednesday,19,0,1,31,6,1,3,4,74.95,12.873174,77.580631,minor
2025-08-13,Jaipur,Rajasthan,Clear,Urban,Medium,Medium,None,Distracted Driving,Wednesday,2,0,0,36,4,0,3,2,40.45,27.090511,75.678801,major
2024-07-15,Delhi,Delhi,Rainy,Highway,High,High,None,Distracted Driving,Monday,18,0,1,31,1,1,3,1,42.63,28.748293,77.192914,major
2025-10-17,Mumbai,Maharashtra,Rainy,Urban,Medium,Low,Christmas,Drunk Driving,Friday,17,0,1,24,5,0,1,3,47.84,19.057035,72.721714,minor
2024-06-03,Bengaluru,Karnataka,Clear,Rural,Medium,Medium,Eid,Speeding,Monday,11,0,0,29,3,1,2,4,54.75,12.835696,77.606226,minor
2025-05-21,Hyderabad,Telangana,Rainy,Urban,Low,High,Eid,Over-speeding,Wednesday,14,0,0,14,2,1,5,0,31.69,17.581453,78.531714,minor
2024-02-28,Delhi,Delhi,Cloudy,Rural,Medium,Medium,Holi,Speeding,Wednesday,9,0,1,20,3,1,3,2,77.27,28.680556,77.397767,minor
2024-08-24,Bengaluru,Karnataka,Rainy,Highway,High,High,Christmas,Speeding,Saturday,1,1,0,20,4,1,1,4,55.55,12.819206,77.738334,fatal
2025-02-05,Kolkata,West Bengal,Foggy,Urban,Low,Medium,Eid,Poor Road Condition,Wednesday,13,0,0,15,2,0,1,0,43.69,22.579743,88.424856,major
2024-05-06,Kolkata,West Bengal,Rainy,Urban,Low,Low,Holi,Distracted Driving,Monday,19,0,1,41,2,1,3,3,75.1,22.679477,88.252586,minor
2025-05-25,Mumbai,Maharashtra,Rainy,Highway,Medium,Medium,Eid,Over-speeding,Sunday,19,1,1,41,2,1,3,4,56.97,18.921321,72.990064,minor
2025-12-16,Mumbai,Maharashtra,Clear,Rural,Low,Medium,Diwali,Drunk Driving,Tuesday,22,0,0,13,6,0,1,2,58.68,19.266933,72.871131,major
2025-03-23,Delhi,Delhi,Cloudy,Highway,Medium,High,Holi,Over-speeding,Sunday,13,1,0,21,1,0,4,2,37.47,28.551879,77.37331,major
2024-12-08,Hyderabad,Telangana,Foggy,Highway,Low,Low,Eid,Poor Road Condition,Sunday,14,1,0,17,4,1,1,4,85.17,17.522342,78.585638,major
2024-06-08,Mumbai,Maharashtra,Clear,Urban,Low,Low,Holi,Poor Road Condition,Saturday,11,1,0,23,1,0,1,0,66.72,19.006878,73.069839,major
2024-02-02,Mumbai,Maharashtra,Clear,Highway,High,Low,None,Poor Road Condition,Friday,6,0,0,11,4,1,3,1,46.32,19.175069,72.931908,minor
2025-10-30,Hyderabad,Telangana,Clear,Highway,High,High,Christmas,Speeding,Thursday,22,0,0,9,6,1,4,3,24.08,17.388796,78.296357,major
2024-12-30,Hyderabad,Telangana,Clear,Rural,High,High,Christmas,Distracted Driving,Monday,21,0,0,16,2,0,2,4,76.89,17.302852,78.605068,major
2025-02-18,Jaipur,Rajasthan,Cloudy,Urban,Low,Medium,None,Drunk Driving,Tuesday,21,0,0,24,1,1,4,1,90.31,26.903271,75.807407,minor
2024-03-07,Chennai,Tamil Nadu,Clear,Rural,Low,Low,Holi,Over-speeding,Thursday,5,0,0,24,5,0,2,1,61.84,13.181489,80.381757,major
2025-05-19,Mumbai,Maharashtra,Clear,Highway,Medium,High,Diwali,Poor Road Condition,Monday,15,0,0,41,1,0,4,1,44.59,18.941189,72.952032,minor
2025-06-01,Chennai,Tamil Nadu,Foggy,Rural,Medium,Low,Christmas,Poor Road Condition,Sunday,23,1,0,15,2,1,1,3,23.77,12.896502,80.158061,minor
2025-06-08,Kolkata,West Bengal,Foggy,Highway,Low,High,None,Poor Road Condition,Sunday,15,1,0,22,4,0,4,3,85.18,22.423786,88.297737,minor
2025-11-22,Kolkata,West Bengal,Clear,Urban,Low,Low,None,Speeding,Saturday,17,1,1,14,2,0,3,4,22.9,22.607638,88.364291,minor
2024-05-08,Kolkata,West Bengal,Foggy,Urban,Medium,Low,Christmas,Speeding,Wednesday,19,0,1,19,4,1,2,2,96.17,22.645907,88.502171,minor
2024-12-19,Kolkata,West Bengal,Rainy,Urban,Medium,Medium,None,Speeding,Thursday,17,0,1,18,6,1,5,4,46.44,22.56374,88.563285,minor
2025-08-06,Hyderabad,Telangana,Clear,Highway,Low,Low,Christmas,Speeding,Wednesday,3,0,0,35,1,0,2,2,55.19,17.288297,78.661367,minor
2025-09-23,Kolkata,West Bengal,Rainy,Rural,Low,High,None,Over-speeding,Tuesday,20,0,0,29,1,1,5,3,39.24,22.677171,88.26934,minor
2024-07-16,Delhi,Delhi,Rainy,Highway,Medium,Low,None,Drunk Driving,Tuesday,22,0,0,39,3,0,2,1,22.33,28.515234,77.095001,minor
2024-01-17,Mumbai,Maharashtra,Rainy,Urban,Medium,High,Christmas,Distracted Driving,Wednesday,19,0,1,14,1,1,5,2,52.69,19.266313,72.968463,minor
2025-01-31,Kolkata,West Bengal,Cloudy,Highway,High,High,Christmas,Speeding,Friday,12,0,0,13,2,1,2,1,20.57,22.477576,88.224045,major
2024-07-27,Hyderabad,Telangana,Foggy,Urban,Medium,Low,Christmas,Speeding,Saturday,4,1,0,40,6,1,3,3,47.93,17.293475,78.385025,minor
2025-03-12,Delhi,Delhi,Clear,Highway,Medium,Low,Diwali,Over-speeding,Wednesday,19,0,1,41,1,1,1,0,84.41,28.619999,77.186625,minor
2024-01-24,Mumbai,Maharashtra,Clear,Urban,Medium,High,Holi,Over-speeding,Wednesday,15,0,0,8,2,1,3,1,84.05,19.265399,72.814266,fatal
2024-04-06,Chennai,Tamil Nadu,Clear,Urban,Low,Low,Diwali,Over-speeding,Saturday,14,1,0,36,1,1,5,3,96.3,12.996669,80.260723,major
2024-12-10,Jaipur,Rajasthan,Clear,Rural,High,High,Christmas,Distracted Driving,Tuesday,10,0,1,28,3,1,1,2,85.03,26.972006,75.821466,fatal
2025-02-25,Bengaluru,Karnataka,Rainy,Rural,High,Low,Eid,Distracted Driving,Tuesday,8,0,1,12,4,1,1,2,69.11,13.019895,77.513865,minor
2025-03-31,Kolkata,West Bengal,Rainy,Highway,High,Low,Holi,Distracted Driving,Monday,2,0,0,35,2,0,1,3,65.57,22.719019,88.376195,minor
2025-09-15,Mumbai,Maharashtra,Rainy,Rural,High,Medium,None,Distracted Driving,Monday,22,0,0,40,5,1,4,1,56.66,18.976711,72.730717,major
2024-02-18,Chennai,Tamil Nadu,Rainy,Highway,Medium,High,Eid,Over-speeding,Sunday,9,1,1,8,4,1,1,1,50.87,13.24682,80.406001,minor
2024-07-18,Mumbai,Maharashtra,Cloudy,Rural,Medium,Low,None,Distracted Driving,Thursday,15,0,0,20,6,0,3,4,47.27,18.953809,72.874775,minor
2025-04-06,Kolkata,West Bengal,Foggy,Rural,Low,Low,None,Drunk Driving,Sunday,13,1,0,26,3,0,1,3,54.56,22.423841,88.452615,minor
2024-08-05,Bengaluru,Karnataka,Cloudy,Rural,Low,Medium,Christmas,Distracted Driving,Monday,4,0,0,16,2,0,4,0,44.9,12.853534,77.726062,major
2024-11-05,Jaipur,Rajasthan,Rainy,Highway,Medium,High,None,Distracted Driving,Tuesday,5,0,0,14,1,0,4,1,23.71,27.018796,75.935935,minor
2025-05-18,Delhi,Delhi,Cloudy,Highway,Low,Medium,Christmas,Over-speeding,Sunday,19,1,1,42,5,0,2,1,43.6,28.679816,77.333593,fatal
2024-01-18,Hyderabad,Telangana,Rainy,Urban,Medium,Low,Diwali,Speeding,Thursday,9,0,1,15,4,0,1,0,84.64,17.270383,78.39575,fatal
2025-12-29,Mumbai,Maharashtra,Cloudy,Rural,High,High,Christmas,Poor Road Condition,Monday,9,0,1,16,3,1,1,0,51.33,19.065521,73.04901,minor
2024-06-27,Mumbai,Maharashtra,Foggy,Rural,Low,Medium,Diwali,Speeding,Thursday,4,0,0,23,5,1,2,2,26.53,18.989492,72.740791,major
2025-04-25,Kolkata,West Bengal,Rainy,Urban,Medium,Medium,Eid,Over-speeding,Friday,13,0,0,42,4,1,2,0,58.33,22.516523,88.179695,major
2025-11-07,Hyderabad,Telangana,Cloudy,Urban,Low,Medium,Holi,Drunk Driving,Friday,13,0,0,8,4,0,5,1,59.42,17.336608,78.39834,major
2025-02-17,Hyderabad,Telangana,Foggy,Highway,High,Low,Holi,Over-speeding,Monday,20,0,0,40,5,1,1,4,63.47,17.540564,78.469949,minor
2024-10-28,Chennai,Tamil Nadu,Rainy,Urban,High,Low,Christmas,Distracted Driving,Monday,9,0,1,29,5,1,1,1,78.57,13.274522,80.416382,major
2024-02-20,Chennai,Tamil Nadu,Rainy,Highway,Medium,Low,None,Drunk Driving,Tuesday,19,0,1,38,5,1,3,4,47.45,13.278734,80.309815,minor
2025-06-06,Delhi,Delhi,Clear,Rural,High,Low,Eid,Speeding,Friday,8,0,1,9,1,0,1,1,95.78,28.435913,77.08954,fatal
2024-09-22,Kolkata,West Bengal,Rainy,Highway,Low,High,Holi,Speeding,Sunday,23,1,0,13,3,1,5,3,60.19,22.595738,88.506434,minor
2025-09-11,Hyderabad,Telangana,Clear,Urban,Low,High,None,Distracted Driving,Thursday,0,0,0,8,4,0,4,0,91.5,17.368428,78.474542,minor
2025-07-17,Kolkata,West Bengal,Rainy,Highway,Low,Medium,Eid,Distracted Driving,Thursday,5,0,0,9,3,1,3,2,40.92,22.677626,88.268497,major
2025-04-09,Hyderabad,Telangana,Rainy,Rural,Medium,Low,Diwali,Over-speeding,Wednesday,15,0,0,13,4,0,3,0,89.07,17.361035,78.549397,major
2024-02-09,Jaipur,Rajasthan,Foggy,Rural,Medium,Low,Christmas,Poor Road Condition,Friday,12,0,0,40,6,1,5,3,95.12,27.088796,75.808136,major
2024-09-22,Chennai,Tamil Nadu,Foggy,Rural,High,Medium,Holi,Speeding,Sunday,11,1,0,18,3,0,4,3,21.96,12.971326,80.319703,minor
2024-02-12,Delhi,Delhi,Cloudy,Rural,High,Low,Diwali,Over-speeding,Monday,2,0,0,29,2,0,2,2,41.17,28.668331,77.239406,minor
2025-08-16,Kolkata,West Bengal,Rainy,Urban,High,Low,Diwali,Poor Road Condition,Saturday,9,1,1,40,4,0,2,3,87.03,22.477181,88.530118,fatal
2024-02-21,Jaipur,Rajasthan,Foggy,Rural,High,Medium,None,Drunk Driving,Wednesday,17,0,1,42,5,0,4,1,35.17,26.929249,75.921874,major
2024-04-20,Chennai,Tamil Nadu,Rainy,Highway,Medium,Low,Christmas,Over-speeding,Saturday,6,1,0,36,3,1,5,0,87.71,13.028609,80.311651,major
2025-02-15,Delhi,Delhi,Rainy,Highway,Medium,Medium,Christmas,Poor Road Condition,Saturday,19,1,1,8,6,1,4,0,29.59,28.681304,77.009699,minor
2025-05-20,Mumbai,Maharashtra,Cloudy,Urban,High,High,Holi,Speeding,Tuesday,18,0,1,42,3,0,3,0,92.43,19.196717,73.060195,minor
2025-01-14,Mumbai,Maharashtra,Clear,Highway,Low,High,Holi,Drunk Driving,Tuesday,20,0,0,37,1,0,1,0,55.73,19.067387,72.737506,major
2024-07-09,Pune,Maharashtra,Cloudy,Highway,Medium,High,None,Poor Road Condition,Tuesday,17,0,1,38,4,1,4,1,59.1,18.363679,73.882046,major
2025-11-22,Delhi,Delhi,Cloudy,Highway,High,Low,Christmas,Over-speeding,Saturday,5,1,0,23,5,1,4,1,78.18,28.415181,77.306754,minor
2025-06-06,Chennai,Tamil Nadu,Cloudy,Highway,Medium,High,Holi,Poor Road Condition,Friday,20,0,0,8,1,0,4,2,55.18,13.220241,80.077324,fatal
2025-01-03,Kolkata,West Bengal,Rainy,Urban,High,Low,Holi,Drunk Driving,Friday,11,0,0,21,2,1,2,4,45.51,22.406825,88.291329,minor
2024-11-05,Pune,Maharashtra,Foggy,Highway,Low,Low,Holi,Poor Road Condition,Tuesday,11,0,0,8,5,1,4,1,29.16,18.368318,73.973029,minor
2025-09-01,Kolkata,West Bengal,Foggy,Highway,Medium,High,Eid,Drunk Driving,Monday,1,0,0,23,6,0,4,3,72.27,22.586546,88.443285,minor
2025-01-16,Mumbai,Maharashtra,Foggy,Highway,Low,Low,Christmas,Drunk Driving,Thursday,11,0,0,9,1,1,1,0,90.46,19.00534,72.842239,minor
2024-05-13,Hyderabad,Telangana,Rainy,Urban,Low,High,None,Poor Road Condition,Monday,0,0,0,39,5,1,1,1,25.74,17.204179,78.617784,minor
2025-09-18,Chennai,Tamil Nadu,Rainy,Urban,Medium,Low,Diwali,Speeding,Thursday,4,0,0,10,6,0,4,0,67.17,13.205915,80.433052,minor
2025-12-16,Chennai,Tamil Nadu,Rainy,Urban,High,High,None,Poor Road Condition,Tuesday,22,0,0,25,6,0,2,3,36.01,13.218193,80.13922,minor
2025-02-21,Pune,Maharashtra,Cloudy,Highway,Low,Medium,Eid,Distracted Driving,Friday,5,0,0,38,6,1,2,3,61.24,18.680178,73.855666,major
2025-07-20,Kolkata,West Bengal,Clear,Highway,Medium,High,Christmas,Drunk Driving,Sunday,14,1,0,17,2,1,1,2,22.68,22.455654,88.440975,minor
2024-11-04,Chennai,Tamil Nadu,Rainy,Rural,Low,High,Christmas,Poor Road Condition,Monday,11,0,0,8,3,1,2,1,56.27,13.055355,80.263286,minor
2025-03-11,Pune,Maharashtra,Rainy,Urban,High,Medium,None,Speeding,Tuesday,14,0,0,36,1,1,1,4,45.19,18.448459,74.012814,minor
2025-10-12,Delhi,Delhi,Foggy,Urban,Low,Medium,None,Drunk Driving,Sunday,5,1,0,35,3,0,1,1,94.34,28.763673,77.210239,minor
